index  confidence   rules
 14022  0.937        ['15125', '15227', '14773', '15155', '15165']=>['15526', '14970', '14867']
 14023  0.937        ['14781', '15011', '15206']=>['15165', '14767']
 14024  0.937        ['15526', '15125', '15227', '15117']=>['15180', '14773', '14970']
 14025  0.937        ['15526', '15227', '15117', '14773']=>['15180', '15125', '14970']
 14026  0.937        ['15129', '14831', '14867', '15206']=>['15202']
 14027  0.937        ['15009', '14831', '15202', '15206']=>['14889']
 14028  0.937        ['15125', '14970', '15227', '15155', '15180', '15165']=>['14773', '15117', '14867']
 14029  0.937        ['14970', '15227', '14773', '15155', '15180', '15165']=>['15125', '15117', '14867']
 14030  0.937        ['14867', '14970', '15227', '14773', '15155', '15165']=>['15180', '15125', '15117']
 14031  0.937        ['15125', '14867', '15227', '15180', '15165']=>['14773', '15117', '15155', '14970']
 14032  0.937        ['15272', '14132']=>['15200']
 14033  0.937        ['15180', '15066']=>['14984']
 14034  0.937        ['15180', '15227', '14773', '15165']=>['15155']
 14035  0.937        ['15227', '14970', '15155', '14867']=>['15180', '15117']
 14036  0.937        ['15125', '15227', '15165', '14970']=>['14773', '15117', '14867']
 14037  0.937        ['15125', '15227', '15165', '14970']=>['15180', '14773', '15117']
 14038  0.937        ['15180', '15227', '14773', '15165']=>['15125', '15117', '14970']
 14039  0.937        ['15180', '15526', '15117', '15165']=>['15227', '15155']
 14040  0.937        ['15125', '14773', '15117', '15180', '15165']=>['15526', '14970', '14867']
 14041  0.937        ['15125', '14867', '14970', '15526', '15165']=>['15180', '14773', '15117']
 14042  0.937        ['15180', '15117', '14970', '15165']=>['15125', '15526', '14773', '14867']
 14043  0.937        ['15180', '15526', '15117', '15165']=>['15125', '14773', '14970', '14867']
 14044  0.937        ['14922', '14885', '14132']=>['15180']
 14045  0.937        ['14970', '15526', '15227', '15180', '15165']=>['15117', '14867']
 14046  0.937        ['15526', '15165', '15155']=>['15125', '14970']
 14047  0.937        ['15206', '15165', '15296']=>['14781']
 14048  0.937        ['15125', '14867', '15526', '15227', '15165']=>['15117', '15155']
 14049  0.937        ['14867', '15526', '15227', '14773', '15165']=>['15117', '15155']
 14050  0.937        ['14781', '14767', '15011', '15165']=>['14742']
 14051  0.937        ['14781', '14767', '15011', '15165']=>['15206', '15296']
 14052  0.937        ['14867', '14970', '15526', '15155', '15165']=>['15180', '15117']
 14053  0.937        ['15180', '15117', '15155', '15165']=>['15526', '14970', '14867']
 14054  0.937        ['14970', '15526', '15227', '14773', '15180', '15165']=>['15117', '14867']
 14055  0.937        ['15180', '15227', '14773', '14867']=>['15526', '14970']
 14056  0.937        ['15526', '15227', '15117', '15155']=>['15180', '14970']
 14057  0.937        ['15180', '15227', '14773', '15155']=>['15526', '14867']
 14058  0.937        ['15200', '14283', '14132']=>['15180', '14922', '14984']
 14059  0.937        ['15200', '14922', '14984', '15525']=>['14132']
 14060  0.937        ['15125', '14867', '14773', '15155', '15180']=>['15227', '15117', '14970']
 14061  0.937        ['14867', '14970', '15227', '14773', '15155']=>['15180', '15125', '15117']
 14062  0.937        ['14867', '14970', '14773', '15155', '15180']=>['15125', '15227', '15117']
 14063  0.937        ['15180', '15227', '14970', '14867']=>['15125', '14773', '15117', '15155']
 14064  0.936        ['15200', '14825']=>['15180', '14132']
 14065  0.936        ['15125', '14867', '15526', '15227', '14773', '15165']=>['15117', '15155']
 14066  0.936        ['15180', '15125', '15227', '14970']=>['15526', '14867']
 14067  0.936        ['15180', '15125', '15526', '15155']=>['15227', '15117', '14970']
 14068  0.936        ['15180', '15125', '15227', '14970']=>['15526', '15117', '15155']
 14069  0.936        ['15180', '15526', '15155', '14970']=>['15125', '15227', '15117']
 14070  0.936        ['15180', '15526', '15155', '14970']=>['14773', '15227', '15117']
 14071  0.936        ['15125', '15117', '15155', '15180', '15165']=>['15526', '14970', '14867']
 14072  0.936        ['15125', '14867', '15117', '15155', '15165']=>['15180', '15526', '14970']
 14073  0.936        ['14970', '15526', '15155', '15180', '15165']=>['15125', '15117', '14867']
 14074  0.936        ['14773', '15117', '15155', '15180', '15165']=>['15526', '14970', '14867']
 14075  0.936        ['14970', '15526', '15155', '15180', '15165']=>['14773', '15117', '14867']
 14076  0.936        ['15125', '14970', '15526', '15227', '15180', '15165']=>['14773', '15117', '14867']
 14077  0.936        ['15125', '14867', '14970', '15526', '15227', '15165']=>['15180', '14773', '15117']
 14078  0.936        ['14867', '14970', '15526', '15227', '14773', '15165']=>['15180', '15125', '15117']
 14079  0.936        ['15180', '15227', '14970']=>['15526', '14773']
 14080  0.936        ['15487', '14132']=>['14922']
 14081  0.936        ['15091', '14132', '15010', '15180']=>['15200', '14984']
 14082  0.936        ['15526', '15117', '15165']=>['15125', '14773', '14970', '14867']
 14083  0.936        ['15125', '15117', '15165']=>['15526', '14773', '14970', '14867']
 14084  0.936        ['15180', '15125', '15227', '15155']=>['15526', '14773', '14867']
 14085  0.936        ['15227', '14773', '15155', '14867']=>['15180', '15125', '15526']
 14086  0.936        ['15526', '15117', '15165']=>['15180', '15125', '14773', '14970']
 14087  0.936        ['15125', '15117', '15165']=>['15180', '15526', '14773', '14970']
 14088  0.936        ['15526', '15227', '14773', '15165']=>['15125', '15155', '14970']
 14089  0.936        ['15125', '15165', '14970']=>['14773']
 14090  0.936        ['15125', '15227', '14970']=>['15526', '14867']
 14091  0.936        ['15200', '15487', '15180', '14922']=>['14132', '14984']
 14092  0.936        ['15227', '15117', '15165']=>['15180', '15526', '14970']
 14093  0.936        ['15227', '15117', '15165']=>['15526', '14970', '14867']
 14094  0.936        ['14773', '15117', '15155', '15165']=>['15125', '14970', '14867']
 14095  0.936        ['14781', '15165', '15011', '15206']=>['14742']
 14096  0.936        ['15296', '15011', '15165', '15206']=>['14742', '14781']
 14097  0.936        ['14781', '15011', '15165', '15206']=>['14742', '15296']
 14098  0.936        ['15117', '15155', '14970']=>['15526', '14773', '14867']
 14099  0.936        ['15165', '15155', '14867', '14970']=>['15180', '15125', '14773']
 14100  0.936        ['15165', '15155', '14867', '14970']=>['14773', '15227', '15117']
 14101  0.936        ['15227', '15165', '15155', '14970']=>['14773', '15117', '14867']
 14102  0.936        ['15227', '15165', '15155', '14970']=>['15125', '15117', '14867']
 14103  0.936        ['15165', '15155', '14867', '14970']=>['15125', '15227', '15117']
 14104  0.936        ['15227', '15165', '15155', '14970']=>['15180', '15125', '14773', '15117']
 14105  0.936        ['15125', '14970', '15227', '14773', '15180']=>['15526', '14867']
 14106  0.936        ['15180', '15526', '15227', '14867']=>['15125', '14773', '14970']
 14107  0.936        ['15125', '14970', '15227', '14773', '15180']=>['15526', '15117', '15155']
 14108  0.936        ['15010', '14984', '14922', '15200', '15042']=>['15180', '14132']
 14109  0.936        ['15125', '14773', '15117', '15155', '15180', '15165']=>['15526', '14970', '14867']
 14110  0.936        ['14867', '14970', '15526', '14773', '15180', '15165']=>['15125', '15117', '15155']
 14111  0.936        ['15125', '14867', '14773', '15117', '15155', '15165']=>['15180', '15526', '14970']
 14112  0.936        ['14970', '15526', '14773', '15155', '15180', '15165']=>['15125', '15117', '14867']
 14113  0.936        ['14867', '14970', '15526', '14773', '15155', '15165']=>['15180', '15125', '15117']
 14114  0.936        ['15180', '15227', '15117', '14970']=>['15125', '15526', '14773', '14867']
 14115  0.936        ['15180', '15125', '14970', '14867']=>['15526', '14773', '15227', '15117']
 14116  0.936        ['15227', '14970', '14867', '15117']=>['15180', '15125', '15526', '14773']
 14117  0.936        ['14889', '14781', '14767']=>['15206', '15296']
 14118  0.936        ['14889', '14781', '14767']=>['14742', '15011']
 14119  0.936        ['14889', '14781', '14767']=>['14742', '15011', '15296']
 14120  0.936        ['14889', '14781', '14767']=>['14742', '15011', '15165']
 14121  0.936        ['14889', '14781', '14767']=>['14742', '15011', '15165', '15296']
 14122  0.936        ['14970', '15526', '15227', '15155', '15180', '15165']=>['15125', '15117', '14867']
 14123  0.936        ['14970', '15526', '15227', '15155', '15180', '15165']=>['14773', '15117', '14867']
 14124  0.936        ['14970', '15526', '15227', '14773', '15165']=>['15180', '15117']
 14125  0.936        ['14773', '15227', '15117', '15165']=>['15180', '15526', '14970']
 14126  0.936        ['15125', '15227', '15117', '15165']=>['15526', '14970', '14867']
 14127  0.936        ['14970', '15526', '15227', '14773', '15165']=>['15117', '14867']
 14128  0.936        ['14773', '15227', '15117', '15165']=>['15526', '14970', '14867']
 14129  0.936        ['15125', '15227', '15117', '15165']=>['15180', '15526', '14970']
 14130  0.936        ['15180', '15155', '15125']=>['14867']
 14131  0.936        ['15091', '15010', '14984']=>['15180', '14132']
 14132  0.936        ['15180', '15125', '15117']=>['15526', '14773', '14867']
 14133  0.936        ['15180', '15125', '15155']=>['14773', '15227', '15117']
 14134  0.936        ['15180', '15125', '15117']=>['15227', '14773', '15155']
 14135  0.936        ['15526', '14970', '15155', '14867']=>['15125', '15117']
 14136  0.936        ['15200', '15010', '14984', '15042']=>['14132']
 14137  0.936        ['15180', '15125', '15227', '15165']=>['15117', '14867']
 14138  0.936        ['15200', '15180', '15525']=>['14922']
 14139  0.936        ['15125', '15227', '15155', '14867']=>['15180', '14970']
 14140  0.936        ['15526', '14773', '15117', '14970']=>['15227', '15155']
 14141  0.936        ['15125', '14970', '15526', '15227', '15155', '15180', '15165']=>['14773', '15117', '14867']
 14142  0.936        ['14970', '15526', '15227', '14773', '15155', '15180', '15165']=>['15125', '15117', '14867']
 14143  0.936        ['14867', '14970', '15526', '15227', '15155', '15165']=>['15180', '15125', '14773', '15117']
 14144  0.936        ['14867', '15526', '15227', '15180', '15165']=>['15125', '14773', '15117', '15155', '14970']
 14145  0.936        ['15526', '15165', '15155', '14970']=>['15180', '15117']
 14146  0.936        ['15526', '15165', '15155', '14970']=>['15117', '14867']
 14147  0.936        ['15125', '15227', '15117', '14773', '15165']=>['15180', '15526', '14970']
 14148  0.936        ['15125', '15227', '15117', '14773', '15165']=>['15526', '14970', '14867']
 14149  0.936        ['15125', '15526', '14867', '15227']=>['15180']
 14150  0.936        ['15227', '15155', '14867']=>['15125', '14773', '15117']
 14151  0.936        ['14922', '15010', '15525']=>['14132', '14984']
 14152  0.936        ['14922', '15010', '15525']=>['15180', '14984', '14132']
 14153  0.936        ['15255', '14984', '14922']=>['15180', '14132']
 14154  0.936        ['15255', '14984', '14132']=>['15180', '14922']
 14155  0.936        ['15125', '15227', '14773', '15180', '15165']=>['15117', '14867']
 14156  0.936        ['14773', '15227', '15165']=>['15526']
 14157  0.936        ['15526', '15227', '14773', '14867']=>['15125', '15117']
 14158  0.936        ['15125', '15227', '14773', '14970']=>['15526', '15117', '15155']
 14159  0.936        ['15125', '14867', '15227', '14773', '15155']=>['15180', '14970']
 14160  0.936        ['15125', '15227', '15526', '15165']=>['14773', '15117', '15155']
 14161  0.936        ['15180', '15117', '14867', '15165']=>['15227', '15155']
 14162  0.936        ['14742', '15296']=>['14781']
 14163  0.936        ['14922', '14994', '14132']=>['15200']
 14164  0.936        ['15180', '14773', '15155', '14867']=>['15125']
 14165  0.936        ['15180', '15125', '14773', '14867']=>['15155']
 14166  0.936        ['15180', '14773', '15155', '14867']=>['14970']
 14167  0.936        ['15125', '14867', '15526', '15227', '14773']=>['15180']
 14168  0.936        ['15180', '15125', '14773', '14867']=>['15526', '15227']
 14169  0.936        ['15180', '15125', '15227', '14773']=>['15526', '14867']
 14170  0.936        ['15180', '15125', '15227', '14773']=>['15526', '15155', '14970']
 14171  0.936        ['15526', '15165', '15155', '14867']=>['15125', '15227']
 14172  0.936        ['15091', '14922', '15010', '15180']=>['15200', '14132']
 14173  0.936        ['15526', '15165', '15155', '14867']=>['15227', '14773']
 14174  0.936        ['15526', '15165', '15155', '14867']=>['14773', '15117', '14970']
 14175  0.936        ['15125', '15165', '15155', '14970']=>['15180', '15526', '15117']
 14176  0.936        ['15125', '14867', '15526', '15227', '15117', '15155']=>['15180', '14970']
 14177  0.936        ['14867', '14970', '15526', '15155', '15180']=>['15125', '15227', '15117']
 14178  0.936        ['14867', '15526', '15227', '15117', '15155', '14773']=>['15180', '14970']
 14179  0.936        ['14867', '14970', '15526', '15155', '15180']=>['14773', '15227', '15117']
 14180  0.936        ['15125', '15165', '14867', '14970']=>['15526', '14773']
 14181  0.936        ['15180', '15165', '15155', '14867']=>['15526', '14773', '14970']
 14182  0.936        ['15180', '15165', '15155', '14867']=>['15125', '14773', '15117']
 14183  0.936        ['14970', '15526', '15117', '15180', '15165']=>['15227', '15155']
 14184  0.936        ['14742', '14767', '15206']=>['14781', '15011']
 14185  0.936        ['15206', '14781', '15011', '15165', '14767']=>['14742']
 14186  0.936        ['14742', '14767', '15011', '15165']=>['14781', '15206']
 14187  0.936        ['14742', '14767', '15206']=>['14781', '15011', '15165']
 14188  0.936        ['14742', '14767', '15206']=>['14781', '15011', '15296']
 14189  0.936        ['15206', '15011', '15165', '15296', '14767']=>['14742', '14781']
 14190  0.936        ['15206', '14781', '15011', '15165', '14767']=>['14742', '15296']
 14191  0.936        ['14742', '14767', '15011', '15165']=>['14781', '15296', '15206']
 14192  0.936        ['14742', '15011', '15165', '15296']=>['14781', '14767', '15206']
 14193  0.936        ['14742', '14767', '15206']=>['14781', '15011', '15165', '15296']
 14194  0.936        ['15227', '14773', '14970', '15165']=>['15117', '15155']
 14195  0.936        ['15180', '15227', '15165', '14867']=>['14773', '15117', '15155']
 14196  0.936        ['15227', '15165', '15155', '14867']=>['15180', '14773', '15117']
 14197  0.936        ['15180', '15227', '15165', '14867']=>['15125', '15117', '15155']
 14198  0.936        ['15227', '15165', '15155', '14867']=>['15180', '15125', '15117']
 14199  0.936        ['15227', '15165', '14867', '14970']=>['14773', '15155']
 14200  0.936        ['15180', '15010', '14984', '15042']=>['15200', '14922']
 14201  0.936        ['15125', '14970', '14773', '15155', '15165']=>['15180', '15526', '15117']
 14202  0.936        ['15125', '14867', '15526', '15227', '15117', '15155', '14773']=>['15180', '14970']
 14203  0.936        ['14867', '14970', '15526', '14773', '15155', '15180']=>['15125', '15227', '15117']
 14204  0.936        ['14970', '15227', '15117', '15155', '15180']=>['15125', '15526', '14773', '14867']
 14205  0.936        ['14867', '14970', '15526', '15227', '15155']=>['15180', '15125', '14773', '15117']
 14206  0.936        ['15125', '14867', '15526', '15155', '15180']=>['14773', '15227', '15117', '14970']
 14207  0.936        ['14867', '14970', '15227', '14773', '15180']=>['15125', '15526', '15117', '15155']
 14208  0.936        ['15526', '15227', '14773', '14970']=>['15155']
 14209  0.936        ['14902', '15248', '14922']=>['15180', '15200']
 14210  0.936        ['14902', '15248', '14922']=>['15200', '14984']
 14211  0.936        ['15091', '15200', '15042']=>['15180', '14922', '14984']
 14212  0.936        ['15091', '15200', '15042']=>['15180', '14984', '14132']
 14213  0.936        ['15227', '15117', '15155', '15165']=>['15526', '14970', '14867']
 14214  0.936        ['15227', '15117', '15155', '15165']=>['15180', '15526', '14773', '14970']
 14215  0.936        ['15227', '15117', '15155', '15165']=>['15180', '15125', '15526', '14970']
 14216  0.936        ['15091', '14132', '15010', '14984']=>['15180', '14922']
 14217  0.936        ['15180', '15125', '15227', '14867']=>['14773', '15117', '15155']
 14218  0.936        ['15180', '15125', '15117', '14867']=>['15227', '14773', '15155']
 14219  0.936        ['15180', '15526', '15125']=>['15227']
 14220  0.936        ['15180', '15227', '15165', '15155']=>['15526', '14970', '14867']
 14221  0.936        ['14867', '15227', '14773', '15180', '15165']=>['15125', '15117', '15155']
 14222  0.936        ['14867', '15227', '14773', '15155', '15165']=>['15180', '15125', '15117']
 14223  0.936        ['15180', '15227', '15165', '15155']=>['15125', '14773', '15117', '14867']
 14224  0.936        ['15227', '15155', '14970']=>['15125', '14773', '14867']
 14225  0.936        ['15200', '15180', '14132']=>['14984']
 14226  0.936        ['14773', '15117', '14970']=>['15125', '14867']
 14227  0.936        ['14773', '15117', '14867', '15165']=>['15180', '15526']
 14228  0.936        ['15180', '15117', '15165']=>['15526', '14773', '14867']
 14229  0.936        ['14773', '15117', '14970']=>['15180', '15125', '15526']
 14230  0.936        ['15180', '15117', '15165']=>['15125', '15526', '14867']
 14231  0.936        ['14970', '15526', '14773', '15155', '15165']=>['15125', '15117', '14867']
 14232  0.936        ['14773', '15117', '14867', '15165']=>['15125', '15526', '15155', '14970']
 14233  0.936        ['15125', '15117', '15155', '15165']=>['15526', '14773', '14970', '14867']
 14234  0.936        ['15200', '15272']=>['14922', '14984', '14132']
 14235  0.936        ['15200', '15272']=>['15180', '14922', '14132']
 14236  0.936        ['15091', '15200', '14984', '15525']=>['14922', '14132']
 14237  0.936        ['15125', '15227', '15117', '14867']=>['15526', '15155', '14970']
 14238  0.936        ['14867', '14970', '15526', '15227', '14773']=>['15117', '15155']
 14239  0.936        ['15125', '15227', '14773', '14867']=>['15155']
 14240  0.936        ['15180', '15227', '14773', '14970']=>['15125', '15117']
 14241  0.936        ['15227', '14773', '15117', '15155', '15165']=>['15526', '14970', '14867']
 14242  0.936        ['14867', '14970', '14773', '15155', '15165']=>['15526', '15227', '15117']
 14243  0.936        ['14867', '14970', '15526', '15180', '15165']=>['15125', '14773', '15155']
 14244  0.936        ['14867', '14970', '14773', '15155', '15165']=>['15180', '15125', '15526']
 14245  0.936        ['15180', '15125', '15165', '15155']=>['15526', '14773', '14970', '14867']
 14246  0.936        ['15125', '15165', '15155', '14867']=>['15180', '15526', '14773', '14970']
 14247  0.936        ['15180', '15125', '15165', '14867']=>['15526', '14773', '15155', '14970']
 14248  0.936        ['15125', '15227', '15117', '15155', '15165']=>['15526', '14970', '14867']
 14249  0.936        ['15125', '15165', '15155', '14867']=>['15526', '15227', '15117', '14970']
 14250  0.936        ['15227', '14773', '15117', '15155', '15165']=>['15180', '15125', '15526', '14970']
 14251  0.936        ['15125', '15227', '15117', '15155', '15165']=>['15180', '15526', '14773', '14970']
 14252  0.936        ['15180', '15125', '15165', '15155']=>['15526', '15227', '14773', '15117', '14970']
 14253  0.936        ['15180', '15526', '15227', '15165']=>['15125', '14773', '15117', '15155', '14970']
 14254  0.936        ['15180', '15165', '15155']=>['15125', '15117']
 14255  0.936        ['15180', '15165', '15155']=>['15526', '14970']
 14256  0.936        ['15180', '15165', '15155']=>['14773', '15117']
 14257  0.936        ['15180', '14922', '14984', '15042']=>['14132']
 14258  0.936        ['15125', '15227', '15155', '15180', '15165']=>['15526', '14970', '14867']
 14259  0.936        ['15125', '14867', '15227', '15155', '15165']=>['15180', '15526', '14970']
 14260  0.936        ['15227', '14773', '15155', '15180', '15165']=>['15526', '14970', '14867']
 14261  0.936        ['15200', '14132', '15042']=>['14922', '14984']
 14262  0.936        ['14132', '14922', '15525', '15042']=>['14984']
 14263  0.936        ['14781', '15262']=>['15165', '14767', '15296']
 14264  0.936        ['14867', '14970', '15526', '14773', '15117']=>['15125', '15227', '15155']
 14265  0.936        ['14742', '15206']=>['14781', '14767', '15296']
 14266  0.936        ['14781', '15296', '15165', '15206']=>['14742', '14767']
 14267  0.936        ['14742', '15206']=>['14781', '15165', '14767', '15296']
 14268  0.936        ['15487', '14922', '14132']=>['15200']
 14269  0.936        ['15125', '15526', '15227']=>['14773', '15155']
 14270  0.936        ['15200', '15180', '15525', '15042']=>['14922', '14132']
 14271  0.936        ['15125', '15227', '15117', '15155', '14773', '15165']=>['15526', '14970', '14867']
 14272  0.936        ['15125', '14867', '14773', '15155', '15165']=>['15526', '15227', '15117', '14970']
 14273  0.936        ['15117', '15155', '14867', '15165']=>['15125', '15526', '15227', '14773', '14970']
 14274  0.936        ['14922', '15010', '14984', '15525']=>['15200']
 14275  0.936        ['15180', '15165', '14867', '14970']=>['15526', '14773']
 14276  0.936        ['15180', '15526', '15155', '14867']=>['14970']
 14277  0.936        ['15125', '15227', '14867']=>['15117']
 14278  0.936        ['15125', '15227', '14773']=>['15526', '14970']
 14279  0.936        ['15125', '15227', '14773', '15155', '15180', '15165']=>['15526', '14970', '14867']
 14280  0.936        ['15125', '14867', '15227', '14773', '15155', '15165']=>['15180', '15526', '14970']
 14281  0.936        ['15227', '15165', '15155']=>['15125', '15117', '14867']
 14282  0.936        ['15227', '15165', '15155']=>['15180', '14773', '15117']
 14283  0.936        ['15227', '15165', '15155']=>['15180', '15125', '15117']
 14284  0.936        ['15227', '15165', '15155']=>['14773', '15117', '14867']
 14285  0.936        ['15180', '14773', '15227', '15117']=>['15125', '15526', '14867']
 14286  0.936        ['15526', '15227', '15155']=>['15180']
 14287  0.936        ['15125', '15526', '15227', '15180', '15165']=>['15117', '14867']
 14288  0.936        ['15117', '14867', '15165']=>['15155', '14970']
 14289  0.936        ['15117', '14867', '15165']=>['15526', '15227']
 14290  0.936        ['15125', '14867', '15526', '15227', '15155']=>['15180', '14773', '14970']
 14291  0.936        ['14867', '15526', '15227', '14773', '15155']=>['15180', '15125', '14970']
 14292  0.936        ['15180', '15227', '15155', '14970']=>['15125', '15526', '14773', '14867']
 14293  0.936        ['15227', '15165', '14867']=>['14970']
 14294  0.936        ['15091', '14922', '14984']=>['15200']
 14295  0.936        ['15125', '15227', '15165', '14867']=>['14773', '15117', '15155']
 14296  0.936        ['14773', '15117', '15165']=>['15180', '14970']
 14297  0.936        ['14773', '15117', '15165']=>['15180', '15125', '15526']
 14298  0.936        ['15526', '14773', '15155', '15165']=>['15125', '15117', '14970']
 14299  0.936        ['14773', '15117', '15165']=>['15125', '15526', '15155', '14970']
 14300  0.936        ['15180', '15526', '14773', '15155']=>['15227']
 14301  0.936        ['15227', '14773', '15155']=>['15180', '15526']
 14302  0.936        ['14922', '14283', '14984', '14132']=>['15200']
 14303  0.936        ['15200', '14825', '15525']=>['15180', '14132']
 14304  0.936        ['14867', '14970', '15227', '14773', '15165']=>['15180', '15117']
 14305  0.936        ['15125', '15526', '15227', '14773', '15180', '15165']=>['15117', '14867']
 14306  0.936        ['15165', '15155', '14970']=>['15526', '14773']
 14307  0.936        ['15180', '15526', '14773', '15117']=>['14970', '14867']
 14308  0.936        ['15180', '15227', '15117']=>['14773', '15155', '14970']
 14309  0.936        ['15180', '15227', '15117']=>['15125', '15155', '14970']
 14310  0.936        ['14773', '15155', '14867', '14970']=>['15526', '15227']
 14311  0.936        ['15180', '15125', '15526', '15117']=>['14970', '14867']
 14312  0.935        ['15255', '14922']=>['14132']
 14313  0.935        ['15526', '15155', '14970']=>['15117']
 14314  0.935        ['15180', '15526', '15117']=>['15125', '15227', '14970']
 14315  0.935        ['15180', '15125', '15227']=>['15526', '15117', '14970']
 14316  0.935        ['15180', '15526', '15117']=>['15125', '15155', '14970']
 14317  0.935        ['15125', '15155', '14970']=>['15180', '15526', '15117']
 14318  0.935        ['15180', '15526', '15117']=>['14773', '15155', '14970']
 14319  0.935        ['15180', '14773', '15117', '14867']=>['15227', '14970']
 14320  0.935        ['15180', '15526', '15227', '14773']=>['15117', '14970']
 14321  0.935        ['15180', '15526', '15117']=>['15227', '14773', '14970']
 14322  0.935        ['15200', '15525', '14984', '15042']=>['14922', '14132']
 14323  0.935        ['15180', '15526', '15227', '14773']=>['15125', '15155']
 14324  0.935        ['15180', '15125', '15227']=>['15526', '14773', '15155']
 14325  0.935        ['15091', '14132', '14984', '15525']=>['15180', '15200']
 14326  0.935        ['15091', '15200', '15525']=>['15180', '14984', '14132']
 14327  0.935        ['14867', '15526', '15117', '15180', '15165']=>['15227', '15155']
 14328  0.935        ['15180', '15125', '15165', '14970']=>['15526', '15227', '15155']
 14329  0.935        ['15227', '14773', '15155', '15165']=>['15180', '15526', '14970']
 14330  0.935        ['15180', '14773', '15117', '14867']=>['15125', '15155', '14970']
 14331  0.935        ['15180', '14773', '15117']=>['15125', '15155']
 14332  0.935        ['14773', '15227', '15117', '15155']=>['15180', '15125', '14970']
 14333  0.935        ['15125', '15526', '15117', '14773', '15180']=>['14970', '14867']
 14334  0.935        ['14773', '15117', '14867', '14970']=>['15180', '15125', '15526']
 14335  0.935        ['15180', '15125', '15165']=>['15526', '15227', '15117']
 14336  0.935        ['15180', '15165', '15155', '14970']=>['14773', '15117', '14867']
 14337  0.935        ['15180', '15165', '15155', '14970']=>['15125', '15117', '14867']
 14338  0.935        ['15180', '15526', '15165', '15155']=>['15125', '14773', '15117', '14867']
 14339  0.935        ['14889', '15165', '15296']=>['15206']
 14340  0.935        ['15200', '15526', '14922', '14132']=>['15180', '14984']
 14341  0.935        ['15272', '14132']=>['15200', '14984']
 14342  0.935        ['15125', '14773', '14970']=>['15526', '15227', '15117']
 14343  0.935        ['15125', '14773', '15155', '14970']=>['15180', '15526', '15117']
 14344  0.935        ['15180', '15125', '14773', '14970']=>['15526', '15117', '15155']
 14345  0.935        ['15180', '15125', '14773', '14970']=>['15526', '15227', '15117']
 14346  0.935        ['15526', '15227', '15165']=>['15180']
 14347  0.935        ['15125', '15227', '15165']=>['15117', '15155']
 14348  0.935        ['15526', '15227', '15165', '14867']=>['15180', '14773']
 14349  0.935        ['15526', '15227', '15165', '14867']=>['15180', '15125']
 14350  0.935        ['15526', '15227', '15165', '14867']=>['14773', '15155', '14970']
 14351  0.935        ['15526', '15227', '15165', '14867']=>['15125', '15155', '14970']
 14352  0.935        ['15125', '14970', '14773', '15180', '15165']=>['15526', '15227', '15155']
 14353  0.935        ['14867', '14970', '15117', '15180', '15165']=>['15227', '15155']
 14354  0.935        ['15200', '15526', '14984', '14132']=>['14922']
 14355  0.935        ['15200', '15526', '14984', '14132']=>['15180']
 14356  0.935        ['14984', '14825', '15525', '14132', '15180']=>['15200']
 14357  0.935        ['15180', '15125', '14773', '15165']=>['15526', '15227', '15117']
 14358  0.935        ['15180', '15227', '15117', '15155']=>['15125', '15526', '14773', '14867']
 14359  0.935        ['15180', '15487', '14922', '14132']=>['15200']
 14360  0.935        ['14867', '14970', '14773', '15180', '15165']=>['15125', '15117', '15155']
 14361  0.935        ['14867', '14773', '15117', '15155', '15165']=>['15180', '15125', '14970']
 14362  0.935        ['14889', '15129', '15202', '15319']=>['15009', '14867', '15206']
 14363  0.935        ['14984', '14825']=>['14132']
 14364  0.935        ['14132', '14984', '15525']=>['15180']
 14365  0.935        ['14867', '15526', '14773', '15180', '15165']=>['15117', '14970']
 14366  0.935        ['15526', '15117', '14867', '15165']=>['15180', '14773', '14970']
 14367  0.935        ['15180', '14773', '15117', '15165']=>['15526', '14970', '14867']
 14368  0.935        ['14867', '15526', '14773', '15180', '15165']=>['15125', '15227']
 14369  0.935        ['15526', '15117', '14867', '15165']=>['15180', '15125', '14970']
 14370  0.935        ['15125', '15117', '14867', '15165']=>['15180', '15526', '14970']
 14371  0.935        ['15125', '15227', '15165', '15155']=>['15526', '14773', '14970', '14867']
 14372  0.935        ['14867', '15526', '15227', '15155', '15165']=>['15180', '15125', '14773', '15117']
 14373  0.935        ['15526', '15227', '15155', '15180', '15165']=>['15125', '14773', '15117', '14867']
 14374  0.935        ['15487', '14984', '15525']=>['15200']
 14375  0.935        ['15180', '15227', '15165']=>['14773', '15155']
 14376  0.935        ['15117', '15155', '15165']=>['15180', '14970']
 14377  0.935        ['15180', '15227', '15165']=>['15125', '15155']
 14378  0.935        ['15117', '15155', '15165']=>['15180', '15125', '15526']
 14379  0.935        ['15117', '15155', '15165']=>['15180', '15526', '14773']
 14380  0.935        ['15117', '15155', '15165']=>['15125', '15526', '14867']
 14381  0.935        ['15180', '15227', '15165']=>['15125', '14773', '15117', '14970']
 14382  0.935        ['15180', '15200', '14922', '14283']=>['14132', '14984']
 14383  0.935        ['15125', '14867', '14773', '15117', '15165']=>['15180', '15526', '14970']
 14384  0.935        ['15180', '15125', '15117', '15165']=>['15526', '14773', '14970', '14867']
 14385  0.935        ['14867', '14970', '15227', '15155', '15165']=>['15180', '15125', '14773', '15117']
 14386  0.935        ['14970', '15227', '15155', '15180', '15165']=>['15125', '14773', '15117', '14867']
